Rank,Time,"Surname, first name "
1200,44:57:28 h ," Bizot, Benjamin"
1201,44:57:33 h ," Toma, Mihai-Lucian"
1202,44:57:58 h ," Dobsicek, Miroslav"
1203,44:58:24 h ," Gaudin, Jerome"
1204,44:59:04 h ," Laissus, Nicolas"
1205,44:59:19 h ," Cassan, Stefano"
1206,45:00:02 h ," Olivier, Mickael"
1207,45:00:39 h ," Ambatzis, Nicholas"
1208,45:00:48 h ," Digue, Gwenael"
1209,45:01:35 h ," Robert, Vincent"
1210,45:01:42 h ," Lormeau, Christian"
1211,45:01:48 h ," Plebani, Luigi"
1212,45:02:03 h ," Ficheux, David"
1213,45:02:05 h ," Battendier, Nicolas"
1214,45:02:14 h ," Bujes, Marc-Henri"
1215,45:02:17 h ," Mustafoski, Safet"
1216,45:02:44 h ," Kluge, Dietmar"
1217,45:03:04 h ," Carree, Mael"
1218,45:03:38 h ," Kelly, Michael J."
1219,45:03:46 h ," Semenzato, Alessio"
1220,45:03:47 h ," Magdij, Krzysztof"
1221,45:04:50 h ," Guyonnet, Benjamin"
1222,45:04:59 h ," Snyder, Stephen"
1223,45:05:17 h ," Alves, Antonio Pedro"
1224,45:06:08 h ," Mateu Tena, Elias"
1225,45:06:23 h ," Hannedouche, Yannick"
1226,45:06:27 h ," Picquier, Alexandre"
1227,45:06:30 h ," Doussot, Marc"
1227,45:06:30 h ," Nordfjäll, John"
1229,45:06:35 h ," Faccenda, Marco"
1230,45:09:43 h ," Pacini, Jean-Eric"
1231,45:09:43 h ," Remond, Philippe"
1232,45:10:29 h ," Curylo, Vojtech"
1233,45:10:39 h ," Nogues Ripoll, David"
1234,45:10:56 h ," Landron, Pierre-Antoine"
1235,45:10:57 h ," Genest, Fabrice"
1236,45:11:04 h ," Fraison, Stephane"
1237,45:11:19 h ," Jaud, Eric"
1238,45:11:27 h ," Beltran, Didier"
1239,45:12:01 h ," Rubau Trayter, Xavier"
1240,45:12:02 h ," Ferrer Plana, Josep"
1241,45:12:19 h ," Morel-Jean, Herve"
1242,45:13:07 h ," Taravillo Martin, Baldomero"
1243,45:13:18 h ," Barral, Gilles"
1244,45:13:31 h ," Turcanu, Dinu"
1245,45:13:55 h ," Scofield, Martin"
1246,45:14:11 h ," Sandoval Ramirez, Alejandro Cesar"
1247,45:14:17 h ," Debruille, Mathieu"
1248,45:14:51 h ," Lopez Hidalgo, Rafael"
1249,45:15:06 h ," Pacheco Diaz, Leonardo Antonio"
1250,45:15:35 h ," Naudin, Christophe"
1251,45:15:54 h ," Lancereau, Emmanuel"
1252,45:16:03 h ," Wilson, Torbjörn"
1253,45:16:23 h ," Stutel, Nicolas"
1254,45:16:29 h ," Denis, Bertrand"
1255,45:16:54 h ," Lynch, Dan"
1256,45:17:35 h ," Nicolas, Marc-Alfred"
1257,45:18:25 h ," Bertrand, Bruno"
1258,45:18:43 h ," Comeau, Fabrice"
1259,45:19:04 h ," Descombes, Jocelyne"
1260,45:19:45 h ," Mutzig, Guy"
1261,45:20:03 h ," Nativel, Mike"
1262,45:20:08 h ," Martin, Eric"
1263,45:20:20 h ," Pauwels, Joris"
1264,45:20:21 h ," Bouillon, Jean-Pascal"
1265,45:20:44 h ," Doffin, Yann"
1266,45:21:18 h ," Gauthier, Cedric"
1267,45:21:25 h ," Lucas, Jean-Claude"
1268,45:21:26 h ," Pulizzi, Antonio"
1269,45:21:31 h ," Enjalric, Renaud"
1270,45:21:50 h ," Lindstrand, Mikael"
1271,45:22:10 h ," Laratta, Francois"
1272,45:22:17 h ," Giersberg, Carl Burkhard"
1273,45:22:20 h ," Laratta, Agnes"
1274,45:22:25 h ," Yoshida, Kotaro"
1275,45:22:41 h ," Barrau, Nicolas"
1276,45:22:54 h ," Godinou, Christophe"
1277,45:23:15 h ," Flament, Gilles"
1278,45:23:15 h ," Goncalves, Mario"
1279,45:23:18 h ," Gaiao Ruas, Eusebio"
1280,45:24:00 h ," Fisse, Sebastien"
1281,45:24:01 h ," Lemaitre, Sebastien"
1282,45:24:02 h ," de Wolf, Dimitri"
1283,45:24:41 h ," Nallet, Xavier"
1284,45:24:45 h ," Bres, Stephane"
1285,45:25:09 h ," Le Lons, Arnaud"
1286,45:25:11 h ," Martinez Ferrer, Juan Amador"
1287,45:25:17 h ," Grinan Garrigos, Juan Manuel"
1288,45:26:01 h ," Joye, Damien"
1289,45:26:09 h ," Bullion, Pierre-Yves"
1290,45:26:09 h ," Cherence, Julien"
1291,45:26:12 h ," Engler, Falk"
1292,45:26:21 h ," Payen, Charles"
1293,45:26:41 h ," Bertrand, David"
1294,45:26:58 h ," Aubert, Jean-Baptiste"
1295,45:27:01 h ," Dattatreya, Robi"
1296,45:27:20 h ," Renault, Alexis"
1297,45:27:22 h ," Renault, Emmanuel"
1298,45:27:25 h ," Sendell, Greg"
1299,45:27:26 h ," Sguerzi, Patrice"
1300,45:27:38 h ," Guelff, Thierry"
1301,45:27:40 h ," Cianciosi, Andrea"
1302,45:27:40 h ," Fabry, Nicolas"
1303,45:27:44 h ," Bonneval, Julien"
1304,45:27:48 h ," Haughton, Timothy"
1305,45:27:54 h ," Requirand, Philippe"
1306,45:28:11 h ," Lemaitre, Sylvain"
1307,45:28:24 h ," Imberti, Osvaldo"
1308,45:28:29 h ," Cravero, Roberto"
1309,45:28:37 h ," Heinmets, Indrek"
1310,45:28:38 h ," de la Rouliere, Hugues"
1311,45:28:50 h ," Alvarez Eiros, Eduardo"
1312,45:29:16 h ," Carobolante, Silvia"
1313,45:29:17 h ," Majetic, Dario"
1314,45:29:19 h ," Viale, Laurent"
1315,45:29:33 h ," Ivanoff, David"
1316,45:29:34 h ," Wormser, Antoine"
1317,45:30:17 h ," Piampiano, Moreno"
1318,45:30:20 h ," Berger, Robert"
1319,45:30:35 h ," Loth, Eric"
1320,45:30:56 h ," Morandi, Flora"
1321,45:30:56 h ," Daffini, Angela"
1322,45:30:58 h ," Roue, Delphine"
1323,45:31:05 h ," Richel, Denis"
1324,45:31:15 h ," Rizet, Claude"
1325,45:31:48 h ," Douchement, Sylvain"
1326,45:32:06 h ," Blatnik, Frederic"
1327,45:32:07 h ," Pin, Michael"
1328,45:32:08 h ," Catteau, Nicolas"
1329,45:32:13 h ," Boddaert, Benoit"
1330,45:32:35 h ," Jimenez Martinez, Manuel"
1331,45:32:37 h ," Titze, Patrick"
1332,45:33:17 h ," Jegouic, Alexis"
1333,45:33:48 h ," Wallace, Amanda"
1334,45:34:04 h ," Dincea, Lucian"
1335,45:34:05 h ," Clinciu, Stefan-Raul"
1336,45:34:06 h ," Kalman-Jozsef, Ambrus"
1337,45:34:34 h ," Le Ruyet, Philippe"
1338,45:34:41 h ," Martins, Manuel Carlos"
1339,45:36:20 h ," Delattre, Remi"
1339,45:36:20 h ," Leger, Luc"
1341,45:36:44 h ," Crovetti, Federico"
1342,45:36:45 h ," Smith, Mark"
1343,45:36:50 h ," Zakrzewski, Pawel"
1344,45:37:59 h ," Lazzerini, Alberto"
1345,45:38:26 h ," Ribeiro, Marco"
1346,45:38:54 h ," Merchante Pampliega, Luis"
1347,45:38:58 h ," Zikas, Nikolaos"
1348,45:39:02 h ," Girard, Stephane"
1349,45:39:07 h ," Negri, Stefano"
1350,45:40:19 h ," Rogic, Natasa"
1351,45:40:54 h ," Ane, Germain"
1352,45:41:00 h ," Baez Plasencia, Nestor Manuel"
1353,45:41:18 h ," Groen, Roel"
1354,45:41:19 h ," Perolat, Patrice"
1355,45:41:20 h ," Giroud, Julien"
1356,45:41:45 h ," Souverain, Vincent"
1357,45:42:09 h ," Drozdiak, Nick"
1358,45:42:16 h ," Fardoux, Patrick"
1359,45:43:03 h ," Mombelet, Yvan"
1360,45:43:32 h ," Mendoza Cortez, Fernando Eugenio"
1361,45:43:53 h ," Cardona, Fabien"
1362,45:44:10 h ," Salmon, Laurent"
1363,45:44:29 h ," Roman, Eric"
1364,45:44:40 h ," Devy, Francois"
1365,45:44:50 h ," Torresi, Giulia"
1366,45:45:37 h ," Morel, Julien"
1367,45:46:08 h ," Samuelsson, Christian"
1368,45:46:09 h ," Liger, Frederic"
1369,45:47:01 h ," Arndt, Tiemo"
1370,45:47:35 h ," Gautier, Kevin"
1371,45:47:48 h ," Marill, Laurens"
1372,45:48:56 h ," Rivet, Nicolas"
1373,45:49:01 h ," Crisci, Frederic"
1374,45:49:27 h ," Thiel, Jerome"
1375,45:50:10 h ," Rathouis, Marc"
1376,45:50:13 h ," Barraud, Laurent"
1377,45:50:14 h ," Chaussod, Orlando"
1378,45:50:56 h ," Apolloni, Enzo"
1379,45:51:26 h ," Jaworowicz, Tomasz"
1380,45:51:33 h ," Le Dortz, Romain"
1381,45:52:22 h ," Jadot, Edouard"
1381,45:52:22 h ," de Marnix, Guillaume"
1383,45:52:24 h ," Delloye, Eric"
1383,45:52:24 h ," Terlinden, Augustin"
1385,45:52:30 h ," Distort, Claudio"
1386,45:52:32 h ," Capelli, Cristiano"
1387,45:52:33 h ," Distort, Corrado"
1388,45:53:12 h ," Heng, Bou"
1389,45:53:15 h ," Hoarau, Pascal"
1390,45:53:20 h ," Lager, Bruno"
1391,45:53:29 h ," Tatnga, Valentin"
1392,45:53:50 h ," Bijlsma, Jelle Coen"
1393,45:54:24 h ," Journet, William"
1394,45:54:26 h ," Menuet, Benjamin"
1395,45:54:41 h ," Dossot, Jean-Marc"
1396,45:55:47 h ," Hoffmann, Dominic"
1397,45:55:52 h ," Ferrando, Florent"
1398,45:56:02 h ," Kato, Hiromasa"
1399,45:56:14 h ," Bonomelli, Alessandro"
1400,45:56:35 h ," Essemilaire, Luc"
1401,45:56:39 h ," Jacobelli, Thibaut"
1402,45:56:40 h ," Cartier, Emmanuel"
1403,45:56:47 h ," Wendling, Arnaud"
1404,45:56:52 h ," Carte, Thierry"
1405,45:56:53 h ," Quil, Emmanuel"
1406,45:57:13 h ," Nicolini, Matthieu"
1407,45:57:47 h ," Popa, Georgiana Camelia"
1408,45:57:52 h ," Robert, Olivier"
1409,45:58:11 h ," Yousfi, Karim"
1410,45:58:11 h ," Richard, Romuald"
1411,45:58:14 h ," Fievet, Pascal"
1412,45:58:36 h ," Richardot, Christophe"
1413,45:58:49 h ," Bednarczyk, Jacek"
1414,45:58:58 h ," Depetris, Estelle"
1415,45:59:03 h ," Matt, Karine"
1416,45:59:08 h ," Charie, Stephane"
1417,45:59:14 h ," Godet, Arnaud"
1418,46:00:11 h ," Lapaz, Pablo"
1419,46:00:28 h ," Pinault, Philippe"
1420,46:00:50 h ," Couanon, Julien"
1421,46:00:58 h ," Ablain, Michael"
1422,46:00:59 h ," Sedilot, Manuel"
1423,46:01:30 h ," Mercier, Olaf"
1424,46:01:37 h ," Trujillo Martinez, Toni"
1425,46:01:39 h ," Ribeiro Pereira Gomes, Paulo Silvestre"
1426,46:01:41 h ," Auvinet, Cyril"
1427,46:01:50 h ," Courrieu, Pierre"
1428,46:02:44 h ," Peltanche, Yannick"
1429,46:02:59 h ," Lecoin, Marc"
1430,46:03:20 h ," Michalec, Marcin"
1431,46:03:24 h ," Pirovano, Andrea"
1432,46:03:26 h ," Lopatkiewicz, Beata"
1433,46:03:29 h ," Gosselin, Christophe"
1434,46:03:47 h ," Javault, Cedric"
1435,46:04:04 h ," Bell, Brian"
1436,46:04:35 h ," Villette, Hugues"
1437,46:05:25 h ," Tranchant, Bertrand"
1438,46:05:29 h ," Libot, Loic"
1439,46:05:34 h ," Compagne, Thierry"
1440,46:05:34 h ," Brunelle, Olivier"
1441,46:05:35 h ," Le Bars, Luidgi"
1442,46:06:12 h ," Garvi Carmona, Jesus"
1443,46:06:39 h ," Almeida Rebelo, Claudino"
1444,46:07:09 h ," Tremouille, Arnaud"
1445,46:07:29 h ," Guzik, Robert"
1446,46:08:08 h ," Argiles Figuerola, Xavier"
1447,46:08:13 h ," Sala Flores, Pere"
1448,46:08:24 h ," Ugorek, Jaroslaw"
1449,46:08:25 h ," Harkat, Cedric"
1450,46:08:26 h ," Piglowski, Dawid"
1451,46:08:47 h ," de Schutter, Steven"
1452,46:10:51 h ," Cheung, Chin-Tung (James)"
1453,46:11:14 h ," Zgagacz, Pawel"
1454,46:11:19 h ," Carpentier, Romain"
1455,46:11:21 h ," Enoksen Hagen, Rakel"
1456,46:11:27 h ," Renard, Delphine"
1457,46:11:30 h ," Topolski, Piotr"
1458,46:12:35 h ," Chankseliani, Larissa"
1459,46:12:36 h ," Bajohr, Harald"
1460,46:12:43 h ," Deston, Franck"
1461,46:13:14 h ," Coraboeuf, Stephane"
1462,46:13:17 h ," Lumet, Thomas"
1463,46:15:42 h ," Ravasini, Alessandro"
1464,46:16:32 h ," Elosua Francia, Inaki"
1465,46:17:31 h ," Plichta, Katherine"
1466,46:17:57 h ," Hoareau, Philippe"
1467,46:18:07 h ," Perraudin, Xavier"
1468,46:19:27 h ," Rousselet, Thierry"
1469,46:19:30 h ," Lascols, Fabrice"
1470,46:19:46 h ," Kaczynski, Artur"
1471,46:20:27 h ," Hetier, Jean-Raphael"
1472,46:20:50 h ," Campodonico, Nicolas"
1473,46:21:32 h ," Beulen, Bruno"
1474,46:21:43 h ," Roussillon, Nicolas"
1475,46:22:13 h ," Elgan, Caroline-Olivia"
1476,46:22:39 h ," Rothe, Patrick"
1477,46:23:46 h ," Romagnoni, Matteo"
1478,46:24:43 h ," Breton, Christophe"
1479,46:24:48 h ," Azerarak, Christophe"
1480,46:25:34 h ," Paszkiel, Artur"
1481,46:25:57 h ," Turra, Pierfrancesco"
1482,46:26:14 h ," King, Charlotte"
1483,46:26:14 h ," Brioudes, Vincent"
1484,46:26:37 h ," Lee, Jae-Hoon"
1485,46:27:35 h ," Coucke, Romain"
1486,46:27:41 h ," Dvorak, Claire-Anne"
1487,46:27:55 h ," Delsaut, Eric"
1488,46:29:58 h ," Ratsirahonana, Harry"
1489,46:30:01 h ," Zaug, Julien"
1490,46:30:26 h ," Oliveira dos Santos, Silverio"
1491,46:30:30 h ," Legriel, Sebastien"
1492,46:30:34 h ," Stypula, Elaine"
1493,46:31:56 h ," Louis, Christian"
1494,46:32:53 h ," Hachatryan, Miran"
1495,46:33:08 h ," Chaillet, Olivier"
1496,46:34:54 h ," Jaubert, Frederic"
1497,46:35:36 h ," De Nisi, Fabio"
1498,46:36:45 h ," Benard, Laurent"
1499,46:36:57 h ," Drescher, Anke"
1500,46:37:19 h ," Perez Gomez, Manuel"
1501,46:37:31 h ," Hu, Mi"
1502,46:38:47 h ," Lajtar, Krzysztof"
1503,46:38:53 h ," Tessier, Pierre"
1504,46:40:18 h ," Gansen, Vera"
1505,46:40:58 h ," Ingemarsdotter, Anna"
1506,46:42:28 h ," Casarsa, Tiziana"
1507,46:43:25 h ," Jamois, Sebastien"
1508,46:45:55 h ," Bousquet, Michelle"
1509,46:49:36 h ," Serradji, Ange"
1510,46:50:03 h ," Lacombe, Melanie"
1511,46:54:07 h ," Reboux, Gilles"
1512,46:54:16 h ," Quilliot, Jean-Bernard"
1513,46:59:29 h ," Martinez Asis, Jose Antonio"
1514,47:00:50 h ," Commend Jequier, Angelique"
1515,47:10:43 h ," Pena Bao, Antonio"
1516,47:11:46 h ," Mallegol, Nicolas"
1517,47:17:57 h ," Crouse, Monika"
1518,47:23:04 h ," Degand, Aline"
1519,47:25:35 h ," Fournier, Stephane"
1520,47:32:31 h ," Xueref, Romain"
1521,47:47:32 h ," Laugesen, Lars"
1522,45:15:35 h ," Sakamoto, Yoji"
1523,45:15:40 h ," Grillo, Ennio"
1524,45:15:48 h ," Dickman, Ludvig"
1525,45:16:08 h ," Ng, Ka-Lun (Alan)"
1526,45:16:16 h ," Shah, Samir"
1527,45:16:51 h ," Nadon, Norman"
1528,45:16:53 h ," Shepherd, Paul"
1529,45:16:56 h ," Novellas Gracia, Daniel"
1530,45:17:06 h ," Testa, Christian"
1531,45:17:11 h ," Winklmeier, Markus"
1532,45:17:13 h ," Despeisse, Matthieu"
1533,45:17:19 h ," Cantoni, Filippo"
1534,45:17:52 h ," Yamazaki, Takahiro"
1535,45:18:03 h ," Kolcz, Sarah"
1536,45:18:09 h ," Murata, Ichiro"
1537,45:18:19 h ," Gendry, Yannick"
1538,45:19:07 h ," Preston, Jim"
1539,45:19:40 h ," Donati, Riccardo"
1540,45:19:52 h ," Loh, Brennon"
1541,45:19:53 h ," Thrune, Barry"
1542,45:20:23 h ," Munoz Jolo, Cezar"
1543,45:21:11 h ," Morris, Richard"
1544,45:21:14 h ," Wakefield, Russell"
1545,45:21:15 h ," Challande, Patrick"
1546,45:21:50 h ," Luk, Yuk"
1547,45:22:28 h ," Donais, Tanya"
1547,45:22:28 h ," Wipfli, Markus"
1549,45:22:38 h ," Caillon, Pascal"
1550,45:23:32 h ," Aunon Castellanas, Fernando"
1551,45:25:01 h ," Diaz, Pablo"
1552,45:25:02 h ," Kato, Takeshi"
1553,45:25:35 h ," Cowler, Richard Alan"
1554,45:25:47 h ," Mendoza Cortez, Fernando Eugenio"
1555,45:26:06 h ," Delanner, Renaud"
1556,45:26:16 h ," Sun, Lu"
1557,45:26:25 h ," Montagna, Carlo"
1558,45:26:39 h ," Marques, Goncalo"
1559,45:27:25 h ," Konkol, Timo"
1560,45:27:46 h ," Corcos, Gilles"
1561,45:28:03 h ," Balahachi, Rafion"
1562,45:28:14 h ," Kuhlman, Emanuela"
1563,45:28:48 h ," Kerne, Emmanuel"
1564,45:29:02 h ," Boom, Sander"
1565,45:29:12 h ," Dudon, Marc"
1566,45:29:16 h ," Guillemot, Cyrille"
1567,45:29:51 h ," Lam, Koon-Chi (Trevor)"
1568,45:29:59 h ," Tung, Hing-Lun"
1569,45:30:07 h ," Wucher, Laura"
1570,45:30:11 h ," Huang, Christopher"
1571,45:30:14 h ," Kaburagi, Kazushige"
1572,45:30:16 h ," Gantet, Olivier"
1573,45:30:25 h ," Triano Aragon, Marcos"
1574,45:30:36 h ," Bolduc, Jonathan"
1575,45:31:02 h ," Charoin, Jean-Eric"
1576,45:31:53 h ," Winaiwattanawong, Pariyakorn"
1577,45:32:40 h ," Kumlien, Jason"
1578,45:32:56 h ," Hirose, Kentaro"
1579,45:33:08 h ," van der Stel, Barry"
1580,45:33:38 h ," Temduang, Weerapan"
1581,45:34:04 h ," Vrolant, Cedric"
1582,45:34:06 h ," Bragard, Stephane"
1583,45:34:40 h ," Sibert, Herve"
1584,45:34:41 h ," Hakoda, Yusuke"
1585,45:34:50 h ," Choi, Yuet-San"
1586,45:34:58 h ," Ma, Jin"
1587,45:35:03 h ," Lochon, Romain"
1588,45:35:04 h ," Guillou, Yannick"
1589,45:35:06 h ," Vernier, David"
1590,45:35:24 h ," Büchi, Alex"
1591,45:35:56 h ," Ohtani, Hideki"
1592,45:36:04 h ," Ladefoged Møller Andersen, Andreas"
1593,45:36:11 h ," Gegato, Jonathan"
1594,45:36:54 h ," Gallardo Cruz, Fausto"
1595,45:37:17 h ," Mostefaoui, Soffyane"
1596,45:37:19 h ," Fairclough, Paul"
1597,45:37:23 h ," Fujishita, Katsuhiro"
1598,45:37:24 h ," Oltramari, Marco"
1599,45:37:25 h ," Marino, Mattia"
1600,45:37:47 h ," Sojka, Matus"
1601,45:38:13 h ," Bou Planell, Pere"
1602,45:38:31 h ," Suzuki, Takeshi"
1603,45:38:38 h ," Ibouth, Jean-Philippe"
1604,45:38:48 h ," Mahfoud, Meryem"
1605,45:38:57 h ," Marconi, Massimo"
1606,45:39:50 h ," Laug, Nicolas"
1607,45:39:51 h ," Henscheid, Stefan"
1608,45:39:52 h ," Cowan, Nigel"
1609,45:40:46 h ," Maurel, Nathalie"
1610,45:41:21 h ," Sidorski, Benjamin"
1611,45:41:25 h ," Messighaoui, Nicolas"
1612,45:41:47 h ," Chevriot, Virginie"
1613,45:41:48 h ," Rota, Pascal"
1614,45:41:59 h ," Nueva, Benjamin Jr."
1615,45:42:14 h ," Ronchaud, Vanessa"
1616,45:42:18 h ," Pereira, Nuno"
1617,45:42:32 h ," Hay, Emerson"
1618,45:42:43 h ," Savage, Tara Renee"
1619,45:44:31 h ," Chan, Shermayne"
1620,45:44:41 h ," Dziumak, Jakub"
1621,45:45:02 h ," Pollono, Massimiliano"
1622,45:46:53 h ," Faure, Benoit"
1623,45:47:16 h ," Kavanagh, Gordon"
1624,45:48:55 h ," Hui, Chi-Sang (Anthony)"
1625,45:48:57 h ," Famechon, Christophe"
1626,45:49:37 h ," Delvaux, David"
1627,45:49:46 h ," Fung, Yat-Yin (Ivan)"
1628,45:49:50 h ," Devy, Francois"
1629,45:49:55 h ," Bessereau, Jacques"
1630,45:50:09 h ," Aja Fresnedo, Alejandro"
1631,45:50:42 h ," Vandenbussche, Dennis"
1632,45:50:55 h ," Lidster, Clint"
1633,45:51:25 h ," Goyvaerts, Tijl"
1634,45:51:33 h ," Mulder, Maarten"
1635,45:51:37 h ," Wittayaphan, Yannawit"
1636,45:54:28 h ," Chabillon, Tom"
1637,45:54:35 h ," Barbe, Anthony"
1638,45:54:55 h ," Nintorn, Thanawat"
1639,45:55:30 h ," Paganin, Edy"
1640,45:55:32 h ," Bramante, Paolo"
1641,45:55:37 h ," Li, Ping-Hei"
1642,45:57:09 h ," Hitomi, Masahiro"
1643,45:57:51 h ," Maringoli, Carlos"
1644,45:58:01 h ," Cooper Imhof, Iris"
1645,45:58:24 h ," Saito, Tomoshi"
1646,45:58:35 h ," Sanguanpiyapand, Pylin Jane"
1647,45:58:55 h ," Nakamura, Kei"
1648,45:59:14 h ," Costa, Andre"
1649,45:59:57 h ," Smith, Mike"
1650,46:00:19 h ," Blum, Olivier"
1651,46:00:33 h ," Boes, Christophe"
1652,46:00:35 h ," Fujii, Kiyohiro"
1653,46:00:53 h ," Gamio Alvarado, Enrique"
1654,46:00:58 h ," Shiva, Sankalp"
1655,46:01:03 h ," Hong, Jonghee"
1656,46:01:08 h ," Cha, Young-Ok"
1657,46:01:11 h ," Andre, Thomas"
1658,46:01:17 h ," Cheung, Man-Kin"
1659,46:01:22 h ," Chiang, Chung-Wei"
1660,46:01:32 h ," Bezza, Hakime"
1661,46:01:44 h ," Coggi, Andrea"
1662,46:01:48 h ," Kanjanasuttiyakorn, Threerawat"
1663,46:02:02 h ," Kajita, Teruhiko"
1664,46:02:06 h ," Bunlum, Nattha"
1665,46:02:16 h ," Rossato, Pietro"
1666,46:02:20 h ," Jallade, Pierre-Olivier"
1667,46:02:24 h ," Flückiger, Muriel"
1668,46:02:51 h ," Thibault-Liger, Julien"
1669,46:03:26 h ," Thalmann, Christian"
1670,46:03:55 h ," Ng, Kit-Howe"
1671,46:04:01 h ," Tunnard, Scott"
1672,46:04:10 h ," Pollheimer, Jürgen"
1673,46:04:48 h ," Licciardi, Gregory"
1674,46:04:52 h ," Siu, Kai-Chee"
1675,46:05:39 h ," Winslade, Andrew"
1676,46:06:12 h ," Gres Vala, Oskar"
1677,46:06:18 h ," Gkoros, Kliton"
1678,46:07:03 h ," Yamamoto, Toshihiro"
1679,46:07:38 h ," Vescovo, Michele"
1680,46:07:50 h ," Fiore, Emilio Angelo"
1681,46:09:00 h ," Urteaga, Tania"
1682,46:09:22 h ," Kim, Young-Ha"
1683,46:09:23 h ," Suh, Seung-Woo"
1684,46:09:39 h ," Costa Martins, Manuel Carlos"
1685,46:09:47 h ," Cheung, Hoi-Yee"
1686,46:09:48 h ," Ng, Kwai-Fuk (Jessica)"
1687,46:10:05 h ," Allen, Matthew"
1688,46:10:11 h ," Toldo, Alberto"
1689,46:10:15 h ," Kitano, Shuntaro"
1690,46:10:18 h ," Wiggen, Frode"
1691,46:11:35 h ," Hernot, Jerome"
1692,46:12:01 h ," Al Harthi, Hamed"
1693,46:12:13 h ," Fabre, Bruno"
1694,46:12:38 h ," Elebring, David"
1695,46:12:50 h ," Brossier, Thomas"
1696,46:13:08 h ," Riedi, Mattias"
1697,46:13:16 h ," Tajima, Kazuhito"
1698,46:13:49 h ," Estacio, Nuno"
1699,46:15:54 h ," Aida, Yukiko"
1700,46:16:09 h ," Vizzini, Salvatore"
1701,46:16:32 h ," Haydochian, Jorge Avedis"
1702,46:17:23 h ," Dartois, David"
1703,46:17:33 h ," Delgado Espinoza, Max Francisco"
1704,46:17:47 h ," Sato, Yuko"
1705,46:17:58 h ," Kwong, Chi-Chun (Rickie)"
1706,46:18:04 h ," Saito, Fumika"
1707,46:18:06 h ," Guislain, Aurore"
1708,46:18:13 h ," Simonet, Nicolas"
1709,46:18:47 h ," Karl, Christopher"
1710,46:19:03 h ," Battson, Elaine"
1711,46:19:05 h ," Lemaitre, Stephane"
1712,46:19:06 h ," Gafita, Paul Emanuel"
1713,46:19:14 h ," Tse, Tsz-Chung"
1714,46:19:36 h ," Banh, Hoa"
1715,46:20:25 h ," Konuma, Akira"
1716,46:20:27 h ," Montchamp, Matthieu"
1717,46:20:29 h ," Attali, Pierre"
1718,46:20:33 h ," Chene, Christophe"
1719,46:20:35 h ," Quijal Valero, Salvador"
1719,46:20:35 h ," Devine, Adam"
1719,46:20:35 h ," Gallo Crespo, Saul Gaston"
1722,46:20:36 h ," Suesaowalak, Surasak"
1723,46:20:43 h ," Mittaut, Jean-Baptiste"
1724,46:21:41 h ," Wen, Ning"
1725,46:22:20 h ," Cavill, Kimberley"
1726,46:23:00 h ," Sedille, Olivier"
1727,46:23:07 h ," Husson, Gaetan"
1728,46:23:27 h ," Rapelli, Roberto"
1729,46:23:29 h ," Cheville, Simon"
1730,46:24:18 h ," Nishio, Amon"
1731,46:26:12 h ," Lehtola, Jani"
1732,46:26:40 h ," Wiart, Matthieu"
1733,46:27:37 h ," Benavent Gil, Hector"
1734,46:27:56 h ," Hack, Peter"
1735,46:27:58 h ," Yawichai, Prayoon"
1736,46:28:16 h ," Lam, Pak-Yin"
1737,46:28:19 h ," Mu, Jie"
1738,46:29:28 h ," Poggi, Anibal Jose"
1739,46:29:34 h ," Chan, Peter"
1740,46:29:41 h ," Mahmud, Ekhman Faris"
1741,46:30:00 h ," Augier, Frederic"
1742,46:30:14 h ," Pellerin, Alexandra"
1743,46:30:18 h ," Royer, Anthony"
1744,46:30:20 h ," Le Baron, Mickael"
1745,46:33:27 h ," Anglister, David-Laurent"
1746,46:35:51 h ," Bujes, Marc-Henri"
1747,46:39:45 h ," You, Yang"
1748,46:41:14 h ," Chirakranont, Win"
1749,46:41:48 h ," Martinez Mazzola, Fernando Xavier"
1750,46:54:11 h ," Berben, Jean-Michael"
1751,46:54:13 h ," Lo, Kin-Hing (Alan)"
1752,47:05:47 h ," Husain, Fatema"
1753,47:34:21 h ," Nousbaum, Frederic"
1754,47:34:25 h ," Nousbaum, Edouard"
1755,47:38:12 h ," Loane, Kim"
1756,47:41:14 h ," Monteiro Vidal Ferreira, Andrea"
1757,2d 00:16:29 h ," Tran, Philippe"
1758,46:11:44 h ," Prathanthip, Naruphon"
1759,46:11:46 h ," Turlan-Vivares, Sabine"
1760,46:11:57 h ," Troglia, Enea Stefano"
1761,46:11:59 h ," Addesa, Sandro"
1762,46:12:10 h ," Borie, Damien"
1763,46:13:07 h ," Chankseliani, Larissa"
1764,46:13:44 h ," Hattori, Jun"
1765,46:14:06 h ," Roth, Olivier"
1766,46:14:33 h ," Fowler, Ade"
1767,46:15:07 h ," Vaudry, Franck"
1767,46:15:07 h ," Buitrago Rodriguez, Oscar Javier"
1769,46:15:11 h ," Viklund Borg, Clara"
1770,46:15:58 h ," Loubet, Isabelle"
1771,46:16:40 h ," Michalak, Slawomir"
1772,46:17:21 h ," Kobayashi, Daiki"
1773,46:18:03 h ," Sol, Julien"
1774,46:18:11 h ," Ohashi, Haruhiko"
1775,46:18:28 h ," Soave, Roberta"
1776,46:18:31 h ," Tomasi, Roberto"
1777,46:18:38 h ," Hiyama, Mariko"
