Rank,Time,"Surname, first name "
602,39:45:43 h ," Lafarge, Stephane"
603,39:46:23 h ," Mauri, Cesare"
604,39:46:29 h ," Boscarino, Girolamo"
605,39:47:37 h ," Kamkoum, Adam"
606,39:47:59 h ," Vigne, Patrice"
607,39:49:21 h ," Skowron, Radoslaw"
608,39:49:42 h ," Dumond, Sylviane"
609,39:49:48 h ," Trolltoft, Tomas"
610,39:49:50 h ," Lee, Sean"
611,39:51:14 h ," Vincent, Nicolas"
612,39:51:19 h ," Boljanic, Ivan"
613,39:51:38 h ," Clerc, Nicolas"
614,39:54:01 h ," Paulinyova, Radka"
615,39:54:29 h ," Olawinski, Karol"
616,39:56:03 h ," Doublet, Lionel"
617,39:56:07 h ," Moura, Jemp"
618,39:56:39 h ," Ferreira, Valentin"
619,39:57:19 h ," Coda, David"
620,39:57:47 h ," Francois, Matthias"
621,39:58:48 h ," Calonge Perez, Juan Francisco"
622,39:59:00 h ," Trohay, Fabien"
623,39:59:45 h ," Cygan, Piotr"
624,39:59:48 h ," Siracusa, Alfonso"
625,40:00:15 h ," Szczotka, Pawel"
626,40:01:18 h ," Delmas, Christophe"
627,40:01:40 h ," Aboltins, Elmars"
628,40:02:43 h ," Franquine, Jerome"
629,40:03:03 h ," Navarrete Caceres, Daniela"
630,40:03:49 h ," Brindle, Olivia"
631,40:04:07 h ," Guironnet, Sebastien"
632,40:05:14 h ," Andersson, Sebastian"
633,40:05:17 h ," Defrance, Fabrice"
634,40:06:04 h ," Chalut, Laurent"
635,40:07:29 h ," Voltolini, David"
636,40:08:03 h ," Schiavetti, Marco"
637,40:08:22 h ," Valk, Priit"
638,40:10:17 h ," Pereira Machado, Luis Miguel"
639,40:10:17 h ," Plosnita (Dancu), Adriana"
640,40:10:19 h ," Plosnita, Adrian"
641,40:10:32 h ," Debarnot, David"
642,40:10:36 h ," Michaud, David"
643,40:11:13 h ," Santos Pereira, Nuno Filipe"
644,40:11:37 h ," Duin, Jeroen"
645,40:11:39 h ," Badowski, Jerzy"
646,40:11:41 h ," Celestin Devendra, Benedict"
647,40:12:42 h ," Krieger, Thibaut"
648,40:13:03 h ," Bacon, Jonathan"
649,40:16:05 h ," Przybyl, Rafal"
650,40:19:00 h ," Schlömer, Robert"
651,40:20:32 h ," Burczak, Isabella"
652,40:20:37 h ," Weber, Bradley"
653,40:21:36 h ," Septiyanto, Rachmat"
654,40:23:21 h ," Bruyere, Gerald"
655,40:24:14 h ," Gambrelle, Florent"
656,40:25:57 h ," Berteloot, Jeremie"
657,40:26:43 h ," Sørensen, Bjarne"
658,40:27:12 h ," Grasselli, Marko"
659,40:27:46 h ," Ursua Gil, Xabier"
660,40:28:47 h ," Mengin, Vincent"
661,40:29:43 h ," Trauchessec, Alain"
662,40:29:56 h ," Gutierrez Alcala, Manuel"
663,40:31:04 h ," Lagrange, Matthieu"
664,40:31:14 h ," Mauillon, Laurent"
665,40:32:50 h ," Jesus, Dinarte"
666,40:34:37 h ," Gouthier, Enrica"
667,40:35:32 h ," Roussel, Johann"
668,40:35:58 h ," Garriga Moreno, Raimon"
669,40:36:04 h ," Guessab, Karim-Xavier"
670,40:36:22 h ," Gomes, Antonio Carlos"
671,40:36:32 h ," Hinca, Branislav"
672,40:38:54 h ," Marie-Angelique, Rodrigue-Romuald"
673,40:40:21 h ," Franck, Etienne"
674,40:41:10 h ," de Veyrac, Geraud"
675,40:41:24 h ," Ponnelle, Albert"
676,40:41:31 h ," Louviot, James"
677,40:42:24 h ," Siber, Eric"
678,40:43:18 h ," Bersan, Sergiu"
679,40:44:52 h ," Kaspar, Jan"
680,40:46:06 h ," Fernandez, Antonio"
681,40:46:34 h ," Corbella, Paolo"
682,40:46:40 h ," Mirek, Grzegorz"
683,40:46:45 h ," Freynhofer, Bettina"
684,40:48:00 h ," Gonzales, Yannick"
685,40:48:00 h ," Lamy, Frederic"
686,40:49:31 h ," Galan Martinez, Victor"
687,40:50:30 h ," Boyer, Jonathan"
688,40:50:43 h ," Julisson, Gunnar"
689,40:51:46 h ," Locatelli, Louis"
690,40:51:47 h ," Vuillermoz, Benoit"
691,40:52:54 h ," Canto Valor, Raul"
692,40:55:52 h ," Garcia Mesa, Jose Manuel"
693,40:57:49 h ," Pinheiro Mendes, Fernando"
694,40:58:17 h ," Johannes, Sönke"
695,40:58:25 h ," Snepste, Janis"
696,40:58:56 h ," Salvayre, Philippe"
697,40:59:26 h ," Mangiarino, Giorgio"
698,40:59:54 h ," Aubert, Cyril"
699,41:00:17 h ," Ognyanov, Mihail"
700,41:00:37 h ," Benke, Blake"
701,41:00:50 h ," Bonnin, Olivier"
702,41:02:18 h ," Pajdosz, Rafal"
703,41:04:00 h ," Cotasson, Patrick"
704,41:07:46 h ," Levicq, Jerome"
705,41:08:33 h ," Mourier, Bruno"
706,41:09:11 h ," Geroult, Francois-Cyrille"
707,41:09:57 h ," Alex, Remi"
708,41:11:22 h ," Schneekloth, Martin"
709,41:11:34 h ," Pernet, Regis"
710,41:11:37 h ," Stasia, Manuel"
711,41:11:37 h ," Vera Kay, Elena"
712,41:11:45 h ," Blanc, Lionel"
713,41:12:44 h ," Cabillas Martos, Carlos Christian"
714,41:13:12 h ," Castan Peralta, Jose Antonio"
715,41:13:24 h ," Girardot, Frederic"
716,41:14:10 h ," Vasilief, Horia"
717,41:14:41 h ," Alkhatri, Hamdan"
718,41:15:05 h ," Pinho, Xavier"
719,41:15:17 h ," Kovilic, Pascal"
720,41:15:53 h ," Girard, Stephane"
721,41:16:45 h ," Bauge, Thomas"
722,41:17:14 h ," Spelmans, Christophe"
723,41:18:18 h ," Savinel, Guillaume"
724,41:19:52 h ," Lambert, Mathieu"
725,41:20:04 h ," Frisa, Paolo"
726,41:21:05 h ," Camacho, Jerome"
727,41:23:17 h ," Enoch, Giulio"
728,41:23:20 h ," Aguilera Carrasco, Rafael Fernando"
729,41:23:22 h ," Reimlinger, Baptiste"
730,41:23:36 h ," Indjic, Matias"
731,41:24:45 h ," Rodrigues, Miguel"
732,41:25:16 h ," Jousset, Sebastien"
733,41:25:23 h ," Durocher, Thomas"
734,41:26:06 h ," Braise, Karl"
735,41:27:59 h ," Caraiman, Alexandru"
736,41:28:14 h ," Shaw, Robert"
737,41:28:57 h ," Varnier Palacios, Jean-Michel"
738,41:30:00 h ," Le Pagne, David"
739,41:30:51 h ," Rota, Pascal"
740,41:30:54 h ," Swiderski, Krzysztof"
741,41:31:25 h ," Hafferty, William"
742,41:31:29 h ," Goncalves Alves, Carlos"
743,41:31:52 h ," Beaugrand, Johnny"
744,41:32:34 h ," Negri Pinto da Silva, Fatima (Tuxa)"
745,41:32:47 h ," Ramirez, Manuel"
746,41:32:50 h ," Picot, Antoine"
747,41:33:00 h ," Favier, Eric"
748,41:33:55 h ," Fain, Christophe"
749,41:33:56 h ," Briand, Matthieu"
750,41:34:02 h ," Doguet, Fabien"
751,41:34:15 h ," Duchatelet, Remy"
752,41:34:44 h ," Benedetti, Andrea"
753,41:35:11 h ," Pochon, Matthieu"
754,41:35:15 h ," Drivon, Sebastien"
755,41:35:35 h ," Martin, Iain"
756,41:35:42 h ," Ravarono, Alessandro"
757,41:36:23 h ," Tavernier, Jerome"
758,41:37:27 h ," Gonzalez Seguer, Josep"
759,41:38:30 h ," Bouquin, Laurent"
760,41:39:44 h ," Jeanneteau, Julien"
761,41:39:49 h ," Salmon, Anne"
762,41:39:53 h ," Fernbach, Yannick"
763,41:40:37 h ," Rossiaud, Alain"
764,41:40:48 h ," Lauhoff, Andre"
765,41:42:02 h ," Franchet, Yann"
766,41:42:57 h ," Melanda, Licinio"
767,41:43:13 h ," Grzeszczuk, Wojciech"
768,41:43:43 h ," Rodriguez Gonzalez, Lluis"
769,41:44:04 h ," Cherubini, Thomas"
770,41:45:04 h ," Kocon, Mariusz"
771,41:45:23 h ," Peresse, Marc"
772,41:45:35 h ," Thuot, Herve"
773,41:45:49 h ," Bourdon, Philippe"
774,41:46:29 h ," Jorgensen, Mads-Juul"
775,41:47:14 h ," Receveur, Gerald"
776,41:48:09 h ," Aldea Ruiz, Gregor"
777,41:49:45 h ," Cotelle, Renaud"
778,41:51:25 h ," Guinament, Gregory"
779,41:54:03 h ," Guironnet, Jerome"
780,41:54:09 h ," Lückert, Matthias"
781,41:54:19 h ," Despont, Sebastien"
782,41:54:36 h ," Maurer, Andreas"
783,41:54:41 h ," Senti, Adrien"
784,41:55:12 h ," Lestideau, Nicolas"
785,41:55:13 h ," Cahagnon, Dimitri"
786,41:55:14 h ," Merrick, Andrew"
787,41:55:31 h ," Canegallo, Claudio"
788,41:57:42 h ," Bijleveld, Duco"
789,41:58:09 h ," Sokcic, Petar"
790,41:58:59 h ," Salenne, David"
791,41:59:27 h ," Takeda, Nobuyori"
792,41:59:57 h ," Lambert, Sydney"
793,42:00:34 h ," Goter, Franck"
794,42:01:01 h ," Grange, Jean-Francois"
795,42:01:09 h ," Jan, Xavier"
796,42:01:09 h ," Marionneau, Christophe"
797,42:01:42 h ," Gerentes, Gilbert"
798,42:02:28 h ," Dzugan, Witold"
799,42:02:33 h ," Mazur, Martin"
800,42:02:36 h ," Mas, Loic"
801,42:03:13 h ," Renouard, Loic"
802,42:03:20 h ," Pasquier, Mickael"
803,42:03:29 h ," Fiollet, Franck"
804,42:03:54 h ," Noirot, Laurent"
805,42:04:04 h ," Forat, Julien"
806,42:05:28 h ," Deiniuk, Roman"
807,42:05:37 h ," Joassart, Martin"
808,42:05:58 h ," Martin, Mickael"
809,42:06:27 h ," Taffurelli, Alberto"
810,42:06:45 h ," Dätwyler, Sascha"
811,42:07:17 h ," Boussac, Guillaume"
812,42:07:28 h ," Tricoire, Jean-Luc"
813,42:07:29 h ," Cornuault, Pascal"
814,42:07:33 h ," Marinoni, Marco"
815,42:07:43 h ," Jamet, Christophe"
816,42:08:24 h ," Garcia Garcia, Maribel"
817,42:08:28 h ," Lajuncomme, Julien"
818,42:09:12 h ," Fontugnes, Yves"
819,42:09:39 h ," Stougaard, Bent"
820,42:10:56 h ," Mahachot, Phitchanan"
821,42:11:17 h ," Merat, Stephane"
822,42:11:48 h ," Bertiau, Richard"
823,42:15:07 h ," Launay, Mael"
824,42:15:15 h ," Zen, Andrea"
825,42:17:06 h ," Dodelin, Jean-Louis"
826,42:17:19 h ," Lima dos Santos, Manuel"
827,42:17:19 h ," Hoebler, Yann"
828,42:17:41 h ," Lemmens, Eric"
829,42:17:52 h ," Parrot, Christophe"
830,42:17:56 h ," Poulain, Alexandre"
831,42:18:18 h ," Antonsson, Mikael"
832,42:18:49 h ," Fardel, Eddy"
833,42:19:55 h ," Coutinho, Joaquim"
834,42:19:59 h ," Bylund, Patrik"
835,42:20:08 h ," Grand'Homme, Olivier"
836,42:20:30 h ," Relave, Fabien"
837,42:20:37 h ," Bigler, Christophe"
838,42:20:55 h ," Pitis, Florent"
839,42:21:05 h ," Jacquet, Lionel"
840,42:21:46 h ," Lanfray, Guillaume"
841,42:22:30 h ," Canterla Fernandez, Jorge"
842,42:22:44 h ," Masclau, Herve"
843,42:23:22 h ," Floquet, Michael"
844,42:24:00 h ," Lückert, Mara"
845,42:24:15 h ," Montagne, Christophe"
846,42:25:47 h ," Dufosse, Gilles"
847,42:25:57 h ," Gil, Paulo"
848,42:25:59 h ," de Mil-Homens Pessa, Gustavo Filipe"
849,42:26:01 h ," Feunteun, Jean-Luc"
850,42:26:23 h ," Vidal Gonzalez, Manuel"
851,42:28:58 h ," Verschaeve, Jean-Baptiste"
852,42:29:20 h ," Dimitriou, Alexandre"
853,42:29:51 h ," Stoyanov, Elvis"
854,42:30:40 h ," Gregis, Andrea"
855,42:30:41 h ," Harzo, Sylvain"
856,42:31:21 h ," Vinard, Alexandre"
857,42:31:24 h ," Peyron, Philippe"
858,42:31:36 h ," Hutchinson, George-Brian"
859,42:31:58 h ," Lacote, Romain"
860,42:32:18 h ," Sarron, Pierre-Maxime"
861,42:32:22 h ," Morel, Gerald"
862,42:32:31 h ," Vidili, Isabella"
863,42:32:31 h ," Prompicai, Paolo Emanuele"
864,42:33:10 h ," Haiminger, Florian"
865,42:33:33 h ," Bosc, Michael"
866,42:33:39 h ," Champion, Nicolas"
867,42:33:45 h ," Vanhille, Nicolas"
868,42:34:47 h ," Zhang, Zhuo-Ming"
869,42:34:55 h ," Kossela, Oskar"
870,42:35:35 h ," Thierry, Christophe"
871,42:35:52 h ," Sanchez Garcia, Miguel Angel"
872,42:36:16 h ," Jechoux, Cyril"
873,42:36:38 h ," Cretoux, Pierre"
874,42:37:02 h ," Chaffey, James"
875,42:37:07 h ," Leblacher, Eric"
876,42:37:11 h ," Costanzi, Andrea Tullio"
877,42:38:45 h ," Picot, Stephane"
878,42:38:47 h ," Houel, Benjamin"
879,42:38:51 h ," Thiebaut, Benoit"
880,42:38:55 h ," Sorensen, Christian"
881,42:39:18 h ," Rondole, Joel"
882,42:39:27 h ," Stark, Jürgen"
883,42:39:35 h ," Mundt, Karl"
884,42:40:25 h ," Herbreteau, Stephane"
885,42:41:08 h ," Anmella, Didier"
886,42:41:17 h ," Cino, Fabio"
887,42:41:52 h ," Grunewald, Jean-Pierre"
888,42:42:38 h ," Andre, Loic"
889,42:42:48 h ," Caldwell, Mark"
890,42:42:58 h ," Lamy, Guillaume"
891,42:43:20 h ," Lousse, Geoffroy"
892,42:43:44 h ," Delpierre, Jean-Paul"
893,42:43:55 h ," Ehrnrooth, Rebeca"
894,42:44:17 h ," Paul, Adrien"
895,42:44:25 h ," Merle, Geraldine"
896,42:44:29 h ," Carayon, Charles"
897,42:44:31 h ," Marziani, Tommaso"
898,42:44:58 h ," Zelichowski, Artur"
899,42:46:53 h ," Poulet, Benoit"
900,42:46:55 h ," Ryckewaert, Arnaud"
901,42:47:29 h ," Corbiere, Yoann"
902,42:48:19 h ," Belletre, Nicolas"
903,42:48:22 h ," Put, Willem"
904,42:48:54 h ," Petrov, Ivan"
905,42:50:25 h ," Lee, Vivian"
906,42:50:54 h ," Downes, Tom"
907,42:51:16 h ," Borrego Reina, Jose Miguel"
908,42:51:28 h ," Ego, Laurent"
909,42:52:25 h ," Lormieres, Pascal"
910,42:52:48 h ," Richard, Franck"
911,42:53:19 h ," Pignault, Bertrand"
912,42:53:53 h ," Tetreault, Myron"
913,42:54:36 h ," Moise, Frederic"
914,42:54:39 h ," Guinchard, Jeremie"
915,42:55:16 h ," Gacik, Sasa"
916,42:55:17 h ," Mari, Roberto"
917,42:56:10 h ," Frocq, Julien"
918,42:56:22 h ," Perio, Dominique"
919,42:57:21 h ," Rosquete Izquierdo, Marcos"
920,42:57:22 h ," Martin Morales, Tenesor"
921,42:57:40 h ," Elich, Eric"
922,42:57:56 h ," Deiss, Laurent"
923,42:57:58 h ," Baccetti, Edoardo"
924,42:58:50 h ," Pelissier, Patrice"
925,42:59:06 h ," Grenard, Adrien"
926,42:59:08 h ," Filipkiewicz, Tomasz"
927,42:59:16 h ," Artam, Can"
928,42:59:29 h ," Posez, Guillaume"
929,43:00:26 h ," Baubet, Francoise"
930,43:00:27 h ," Smague, Thomas"
931,43:01:40 h ," Montealegre Siola, Cesar"
932,43:01:53 h ," Santos, Diogo"
933,43:01:58 h ," Garulli, Mirco"
934,43:03:29 h ," Walker, Paul"
935,43:03:41 h ," Oder, Pascal"
936,43:03:45 h ," Kakol, Lukasz"
937,43:04:02 h ," Vollmar, Boris"
938,43:04:12 h ," Messieux, Olivier"
939,43:04:49 h ," Brunnhofer, Lukas"
940,43:06:01 h ," Morosini, Michele"
941,43:06:22 h ," Fletgen, Carole"
942,43:06:41 h ," Jourdain, Benoit"
943,43:06:46 h ," Tron, Jean-Francois"
944,43:07:31 h ," Altuwaijri, Nezar"
945,43:08:01 h ," Eustaquio, Philippe"
946,43:09:05 h ," Gaffuri, Paolo"
947,43:09:26 h ," Gauthier, Olivier"
948,43:09:46 h ," Degremont, Gaetan"
949,43:10:00 h ," Hutin, Michael"
950,43:10:20 h ," Coll Bestard, Guiem"
951,43:10:21 h ," Bouliou, Patrick"
952,43:10:23 h ," Zatorski, Marcin"
953,43:12:44 h ," Bernard, Cyril"
954,43:13:06 h ," Lemonsu, Stephan"
955,43:13:49 h ," Flavenot, Valentin"
956,43:14:56 h ," Le Solliec, Yann"
957,43:15:06 h ," Raimbau, Joel"
958,43:17:06 h ," Londas, Wellington"
959,43:17:37 h ," Chaudet, Cedric"
960,43:18:00 h ," Begey, Fabien"
961,43:21:32 h ," Gourgas, Thomas"
962,43:22:58 h ," de Frutos Aragüe, Abel"
963,43:23:18 h ," Martinez Antuna, Jose Blas"
964,43:24:15 h ," de Sola, Jean-Luc"
965,43:24:41 h ," Semely, Damien"
966,43:25:48 h ," Hanke, Klaus"
967,43:26:04 h ," Jeannesson, Jonathan"
968,43:26:12 h ," Berthion, Matthieu"
969,43:26:52 h ," Kudla, Jaroslaw"
970,43:27:47 h ," Faivre, Stephane"
971,43:27:55 h ," Gonon, Elodie"
972,43:28:12 h ," Gonon, Bertrand"
973,43:28:35 h ," Sanchez Dominguez, Enrique"
974,43:28:40 h ," Porta Pelayo, Daniel"
975,43:28:40 h ," Porta Pelayo, Jose Maria"
976,43:29:02 h ," Williams, Sarah Kirsty"
977,43:29:07 h ," Calcagnile, Giuseppe"
978,43:29:41 h ," Dwitiandi, Dendi"
979,43:29:50 h ," Gonzalez Aragon, Carlos Angel"
980,43:29:57 h ," Mazuecos Morales, Ismael"
981,43:30:12 h ," Sevin, Claude"
982,43:30:36 h ," Callot, Arnaud-Roger"
983,43:31:13 h ," Broto Alsina, Toni"
984,43:31:20 h ," Favre, Olivier"
985,43:31:35 h ," Chauvris, Richard"
986,43:31:47 h ," Fauvarque, Thierry"
987,43:31:49 h ," Fauvarque, Gaetan"
988,43:32:24 h ," Nagy, Adrian"
989,43:32:25 h ," Krasznai, Gabor"
990,43:32:27 h ," Mancher, Istvan"
991,43:32:33 h ," Blanpin, Stephane"
992,43:33:01 h ," Steurer, Steffen"
993,43:33:02 h ," Haböck, Sebastian"
994,43:33:16 h ," Soares, Rui"
995,43:33:20 h ," Delrieu, Anthony"
996,43:33:57 h ," Routin, Julien"
997,43:34:24 h ," Lucas, Stephane"
998,43:35:22 h ," Poirier, Bruno"
999,43:36:10 h ," Metzler, Quentin"
1000,43:36:34 h ," Fleury, Frederic"
1001,43:37:17 h ," Mongaret, Franck"
1002,43:37:35 h ," Boyer, Marc"
1003,43:38:13 h ," Markert, Dominik"
1004,43:38:17 h ," Johansson, Mattias Turbo"
1005,43:38:35 h ," Cajet, Alain"
1006,43:38:36 h ," van der Heijden, Peter"
1007,43:39:50 h ," Degraeve, Jeremie"
1008,43:39:50 h ," Renard, Alexandrine"
1009,43:40:17 h ," Gousse, Lucas"
1010,43:40:34 h ," Gerus, Wieslaw"
1011,43:41:21 h ," Esteva Salort, Miquel Angel"
1012,43:42:03 h ," Claesson, Stefan"
1013,43:42:05 h ," Karlsson, Torbjörn"
1014,43:42:34 h ," Sage, Laurent"
1015,43:42:41 h ," Rautio, Antti"
1016,43:42:49 h ," Soudunsaari, Jaakko"
1017,43:43:04 h ," Blanc, Alain"
1018,43:43:42 h ," Beltran Mingorance, Jose Maria"
1019,43:44:52 h ," Klappacher, Rupert"
1020,43:44:56 h ," Parisot, Tristan"
1021,43:45:33 h ," Kowalski, Andrzej"
1022,43:45:34 h ," Rigard, Mickael"
1023,43:46:02 h ," Fages, Perrine"
1024,43:46:51 h ," Antunes Faustino, David"
1025,43:47:15 h ," Laliman, Leslie"
1026,43:47:20 h ," Jaouen, Fabrice"
1027,43:47:38 h ," Guhl, Jerome"
1028,43:47:39 h ," Guerin, Jean-Francois"
1029,43:47:46 h ," Lepoutre, Gregoire"
1030,43:47:52 h ," Etienne, Frederic"
1031,43:48:13 h ," Drugeault, David"
1032,43:48:44 h ," Charlet, Eric"
1033,43:48:48 h ," Patek, Andreas"
1034,43:48:50 h ," Colombo, Paolo"
1035,43:49:30 h ," Santacatterina, Fabio"
1036,43:50:12 h ," Berger, Loic"
1037,43:50:28 h ," Abele Plaza, Christian"
1038,43:50:28 h ," Bozzo Colomer, Xavier"
1039,43:51:24 h ," Wilkinson, James"
1040,43:51:34 h ," Willems, Bram"
1041,43:51:35 h ," de Wulf, Alexander"
1042,43:51:44 h ," Gaume, Stephane"
1043,43:51:51 h ," Rugina, Cosmin"
1044,43:53:12 h ," Piquero Alvarez, Francisco Javier"
1045,43:53:46 h ," Theodoridis, Theodoros"
1046,43:54:27 h ," Rzepniewski, Lukasz"
1047,43:54:36 h ," Bonneviale, Brice"
1048,43:54:58 h ," Pacheco, Paulo"
1049,43:55:01 h ," Pignol, Emmanuel"
1050,43:55:24 h ," McEwan, Stephen"
1051,43:55:25 h ," Kukta, Stephen"
1052,43:55:45 h ," Chiappa, Roberto"
1053,43:55:47 h ," Motta, Omar"
1054,43:56:34 h ," Riff, Nicolas"
1055,43:56:50 h ," Lundgren, Oskar"
1056,43:57:27 h ," Ortiz, Robert"
1057,43:57:30 h ," Larochette de Roeck, Francois Jean"
1058,43:57:47 h ," Dorn-Jenni, Andreas"
1059,43:57:48 h ," Richard, Valerie"
1060,43:58:32 h ," Gabutti, Diego"
1061,43:58:41 h ," Marin, Nicolas"
1062,43:59:01 h ," Perrotin, Thomas"
1063,43:59:34 h ," Hueskes, Martijn"
1064,44:00:10 h ," Pujalte Ruiz, Francisco Javier"
1065,44:00:43 h ," van der Veken, Pascal"
1066,44:00:50 h ," Julia Gomez, Albert"
1067,44:00:59 h ," Santiago Navarro, Jose Luis"
1068,44:01:04 h ," Sachot, Jean-Philippe"
1069,44:01:23 h ," Guyot, Olivier"
1070,44:01:31 h ," Perez Perez, Salvador"
1071,44:03:28 h ," Cichowski, Grzegorz"
1072,44:04:01 h ," Kompatsiaris, Ioannis"
1073,44:04:42 h ," Teyssedre, Marie"
1074,44:04:42 h ," Heugebaert, Claire"
1075,44:05:10 h ," Coulet, Olivier"
1076,44:05:17 h ," Dupont, Fabien"
1077,44:05:18 h ," Carradore, Anthony"
1078,44:05:23 h ," Faure, Olivier"
1079,44:06:03 h ," Cassiers, Michel"
1080,44:06:14 h ," de Sutter, Cyril"
1081,44:06:23 h ," Barbieri, Roger"
1082,44:06:26 h ," Niemeijer, Hans Christiaan"
1083,44:07:06 h ," Kerezi, Robert"
1084,44:07:13 h ," Guido, Silvia"
1085,44:07:18 h ," Mazet, Arnaud"
1086,44:07:40 h ," Rinaldo, Bruno"
1087,44:07:45 h ," Effrancey, Philippe"
1088,44:08:19 h ," Leung, Solomon"
1089,44:08:57 h ," Vallat, Dominique"
1090,44:09:14 h ," Sauvage, Dominique"
1091,44:10:03 h ," Perez, Claudio"
1092,44:10:08 h ," Lasserteux, Gerard"
1093,44:10:09 h ," Martinet, Bertrand"
1094,44:11:21 h ," Olivier, Jacques"
1095,44:11:31 h ," Grasset, Dominique"
1096,44:12:03 h ," Champeval, Francois"
1097,44:12:57 h ," Dromard, Florian"
1098,44:13:30 h ," Le Liard, Mickael"
1099,44:14:36 h ," Almeras, Luc"
1100,44:14:46 h ," Putois, Cyril"
1101,44:15:06 h ," Minguenaud, Stephane"
1102,44:15:12 h ," Lalaire, Mickael"
1103,44:15:13 h ," Luiset, Laurent"
1104,44:15:43 h ," Roll, Jorge"
1105,44:15:57 h ," Bricotte, Laurent"
1106,44:16:33 h ," Moleiro, Isabel"
1107,44:16:51 h ," Tropiano, Ottavio"
1108,44:17:14 h ," Kazukawa, Junko"
1109,44:18:44 h ," Huguenin-Bergenat, Boris"
1110,44:18:56 h ," Machen, Jeremie"
1111,44:19:27 h ," Coulot, Olivier"
1112,44:21:15 h ," Collado Jareno, Oscar"
1113,44:21:49 h ," Banu, Ovidiu"
1114,44:22:16 h ," Gurret, Lionel"
1115,44:22:21 h ," Lang, Serge"
1116,44:22:48 h ," McNerney, Thomas"
1117,44:22:59 h ," Rabaglio, Fabrizio"
1118,44:22:59 h ," Scribante, Massimiliano"
1119,44:23:09 h ," Gondel, Mehdi"
1120,44:23:34 h ," Sewell, Martin"
1121,44:23:59 h ," Brachet, Thomas"
1122,44:24:00 h ," Daoudal, Laurent"
1123,44:24:17 h ," Schönberg, Tommy"
1124,44:25:07 h ," Teixeira, Claudio"
1125,44:25:28 h ," Brondeau, Laurent"
1126,44:25:50 h ," Cuttaia, Giuseppe"
1127,44:25:58 h ," Berenguer, Pascal"
1128,44:26:48 h ," Faust, Eric"
1129,44:27:24 h ," Maurer, Ludivine"
1130,44:27:42 h ," Eymard, Brice"
1131,44:27:51 h ," Rouxel, Christian"
1132,44:28:30 h ," Semprini, Roberto"
1133,44:28:57 h ," Guillet, Jean-Jacques"
1134,44:29:07 h ," Maurel, Bruno"
1135,44:29:28 h ," Marais, David"
1136,44:29:48 h ," Delord, Alexandre"
1137,44:30:17 h ," Darcy, Didier"
1138,44:30:28 h ," Jachymski, Jacek"
1139,44:30:45 h ," Blanchard, Gilles"
1140,44:30:47 h ," Nieto Castello, Jose"
1141,44:30:48 h ," Line, Guillaume"
1142,44:30:51 h ," Bach, Dani"
1143,44:31:29 h ," Ferrier, Fabien"
1144,44:31:48 h ," de Neuville, Virginie"
1145,44:31:49 h ," Weinmann, Rene"
1146,44:32:16 h ," Kayser, Jean"
1147,44:33:30 h ," Panek, Michal"
1148,44:33:33 h ," Margas, Grzegorz"
1149,44:34:39 h ," Norström, Markus"
1150,44:34:44 h ," Verdier, Pascal"
1151,44:34:55 h ," Brabant, Corentin"
1152,44:35:12 h ," Rønneberg, Anders Thal"
1153,44:35:13 h ," Lartique, Pascal"
1154,44:35:25 h ," Michie, Scott"
1155,44:35:34 h ," Changenet, Matthieu"
1156,44:36:11 h ," Staszak, Radoslaw"
1157,44:36:30 h ," Lemoine, Sebastien"
1158,44:37:16 h ," Esnard, Pierre-Eloi"
1159,44:37:21 h ," Dethoor, Xavier"
1160,44:37:42 h ," Heulin, Gael"
1161,44:37:43 h ," Plassais, Samuel"
1162,44:37:49 h ," Marusa, Pascal"
1163,44:38:13 h ," Adet, Benoit"
1164,44:39:14 h ," Gillespie, Angus"
1165,44:39:59 h ," Vadlja, Andrej"
1166,44:40:36 h ," Edel, Philippe"
1167,44:42:01 h ," Julien, Pierre"
1168,44:42:10 h ," Tandrup, Nicholai"
1169,44:42:17 h ," Fromont, Jean-Luc"
1170,44:42:17 h ," Campbell, Robert"
1171,44:42:41 h ," Boutry, Jean-Christophe"
1172,44:43:07 h ," Perez Valdivia, Jaume"
1173,44:43:45 h ," Kruk, Slawomir"
1174,44:43:53 h ," Koric, Franjo"
1175,44:44:49 h ," Lovato, Gianluca"
1176,44:46:04 h ," Mou, Vincent"
1177,44:48:08 h ," Hjorthaug, Asgeir"
1178,44:48:22 h ," Barre, Jean-Francois"
1179,44:48:43 h ," Perttu, Daniel"
1180,44:48:54 h ," Leich, Kersten"
1181,44:50:02 h ," Conte, Joel"
1182,44:50:55 h ," Muirhead, Lorna"
1183,44:51:32 h ," Ladoux, Samuel"
1184,44:51:34 h ," Fischel, Scott"
1185,44:53:00 h ," Giordani, Cyril"
1186,44:53:21 h ," Spreafico, Chiara"
1187,44:53:45 h ," Jaskula, Bartosz"
1188,44:54:40 h ," Emont, Xavier"
1189,44:54:40 h ," Froideval, Olivier"
1190,44:54:42 h ," Sousa E Silva, Renato"
1191,44:54:59 h ," Rink, Gerald"
1192,44:55:09 h ," Segura Jimenez, Jose Antonio"
1193,44:55:14 h ," Defoort, Jeremie"
1194,44:55:43 h ," Chevalier, Michael"
1195,44:55:57 h ," Palazzi, Gaetano"
1196,44:55:58 h ," Verry, Vincent"
1197,44:56:44 h ," Montano Lezama, Carmen Maria"
1198,44:57:26 h ," Hermann, Julien"
1199,44:57:27 h ," Cornier, Jerome"
