Rank,Time,"Surname, first name"
603,37:29:06 h,"Lesavre, Antoine"
604,37:29:09 h,"Thierry, Michel"
605,37:30:01 h,"Isabelle, Teddy"
606,37:30:02 h,"Isabelle, Anthony"
607,37:30:33 h,"Loridat, Gaelle"
608,37:32:18 h,"Inshaw, Robert"
609,37:32:57 h,"del Canizo Nadal, Miguel"
609,37:32:57 h,"Jeon, Se-Hwan"
609,37:32:57 h,"Torrez Zenteno, Cosme"
612,37:33:31 h,"Cagnion, Thibault"
613,37:37:30 h,"Yamasaki, Kiichiro"
614,37:38:01 h,"Campo-Cossio Luhaces, Carlos"
615,37:38:03 h,"Vidales Lombo, Miguel Angel"
616,37:38:16 h,"Rigoni, Mirko"
617,37:38:43 h,"Meurant, Baptiste"
618,37:39:51 h,"Pastorkovich, Alex"
619,37:41:32 h,"Mocko, Jacek"
620,37:42:14 h,"Mamada, Mitsukazu"
621,37:43:30 h,"Hideux, Maxime"
622,37:43:43 h,"Fallon, Victor"
623,37:43:45 h,"Silva Ferreira, Goncalo Manuel"
624,37:43:56 h,"Fleury, Gaetan"
625,37:44:23 h,"Zecevic, Stefan"
626,37:45:31 h,"Ramos dos Santos Lourenco, Carlos Eduardo"
627,37:46:09 h,"Villette, Pierre-Louis"
628,37:48:26 h,"Thiou-Roy, Angelique"
629,37:49:16 h,"Corset, Franck"
630,37:49:31 h,"Podbielski, Krystian"
631,37:49:47 h,"Garcia Jubera, Victor"
632,37:54:03 h,"Turon Triola, Enric"
633,37:54:05 h,"Gonzalez Saenz, Jacinto"
634,37:54:37 h,"Cianelli, Jean-Jacques"
635,37:54:54 h,"Bertrand, Pierre"
636,37:55:42 h,"Puertas Arrizabalaga, Ander"
637,37:57:34 h,"Rota, Giovanni"
638,37:58:29 h,"Morichelli, Enrico"
639,37:58:30 h,"Bennett, James"
640,37:58:33 h,"Westwood, Nigel"
641,37:59:07 h,"Herrera, Marcos Alejandro"
642,38:00:21 h,"Faucheux, Brice"
643,38:01:00 h,"Guisso, Tartarotti Fabricio Tiago"
644,38:02:34 h,"Conilh, Martin"
645,38:02:36 h,"Krahenbuhl, Samuel"
646,38:05:08 h,"Hawkins, Jonathan"
647,38:05:38 h,"Singhakrittaya, Saranyabhong"
648,38:06:11 h,"Yamamoto, Kazutomo"
649,38:06:15 h,"Fertillet, Romain"
650,38:06:31 h,"Novo Iglesias, Bernabe"
651,38:07:41 h,"Alberola, Francois"
652,38:10:45 h,"Jennings, Meaghan"
653,38:11:17 h,"Lemus Reyes, Omar"
654,38:11:32 h,"Mottier, Valentin"
655,38:11:58 h,"Petit, Sebastien"
656,38:12:02 h,"Messager, Fabien"
657,38:12:40 h,"Iorga, Marius Mihai"
658,38:12:44 h,"Hercules Acosta, Geronimo Antonio"
659,38:13:19 h,"Martin Losada, Javier"
660,38:13:30 h,"Dubol, Cedric"
661,38:13:50 h,"Guinement, Damien"
662,38:14:39 h,"Mayr, Elijah"
663,38:15:04 h,"Thepsri, Theerapol"
664,38:15:12 h,"Debray, Alexandre"
665,38:15:15 h,"Hoang, Huu-Thang"
666,38:16:54 h,"Gonneau, Geoffrey"
667,38:16:55 h,"Roattino, Daniele"
668,38:16:58 h,"Veron, Luc"
669,38:17:22 h,"Teran, Guillermo"
670,38:18:17 h,"Abitbol, Baptiste"
671,38:19:20 h,"Kingston, Patrick"
672,38:19:52 h,"Perez Bisbal, Ricard"
673,38:22:08 h,"Lee, Norman"
674,38:23:28 h,"Birot, Mathieu"
675,38:23:33 h,"Chojnicki, Bartosz"
676,38:25:43 h,"Miletto, Elodie"
676,38:25:43 h,"Vuillaume, Robin"
678,38:25:47 h,"Bozzo Colomer, Xavier"
679,38:26:04 h,"Chotemateepirom, Benjamas"
680,38:26:39 h,"Hjukse, Gro Siljan"
681,38:26:40 h,"Andersen, Fred"
681,38:26:40 h,"Augustson, Ketil"
683,38:28:47 h,"Martin Alonso, Ivan"
684,38:29:16 h,"Forns Temporal, Marc"
685,38:30:10 h,"Chalmandrier, Julien"
686,38:30:15 h,"Tella, Alexandre"
687,38:31:09 h,"Kristoffersen, Frida Strand"
688,38:31:37 h,"Skrobala, Dariusz"
689,38:32:40 h,"Stantiall, Neil"
690,38:33:14 h,"Floris, Francesco"
691,38:33:16 h,"Lacey, Megan"
692,38:33:51 h,"Bibiloni Mulet, Ramon"
693,38:34:58 h,"Raymond, Nicolas"
694,38:35:13 h,"Ronxin, Francois"
695,38:35:40 h,"Logan, Todd"
696,38:37:22 h,"Menchero Sanchez, Pedro Pablo"
697,38:37:55 h,"Daumalin, Renan"
698,38:38:46 h,"van Acker, Emmanuel"
699,38:39:31 h,"Despreaux, Jeremy"
700,38:40:58 h,"Steinkellner, Thomas"
701,38:41:36 h,"Eadsforth, Holly"
702,38:41:46 h,"Navarrete Caceres, Daniela"
703,38:44:01 h,"Ye, Xiao-Ming"
704,38:44:09 h,"Achard, Jean-Luc"
705,38:44:10 h,"Owens, Nathan"
705,38:44:10 h,"Vicente Blanco, Jesus"
707,38:44:14 h,"Burdakov, Denis"
708,38:44:18 h,"Uyttebroeck, Frederic"
709,38:44:25 h,"Ccorahua Huallpa, Martha"
710,38:45:11 h,"Didier, David"
711,38:45:14 h,"Hjelmer, Magnus"
712,38:46:43 h,"Cuchere, Antoine"
713,38:47:12 h,"Mauclet, Victor"
714,38:47:15 h,"Pichard, Julien"
715,38:47:39 h,"Lau, Kam-Fai"
716,38:47:45 h,"Grasset, Romain"
717,38:47:59 h,"Vazquez Cebrian, David"
718,38:48:27 h,"Allegret-Bourdon, Franck"
719,38:48:42 h,"Delalonde, Julien"
720,38:48:50 h,"Batista, Joao"
721,38:48:55 h,"Linney, Peter"
722,38:49:31 h,"Rising, Lisa"
723,38:50:17 h,"Ploskonka, Jakub"
724,38:51:14 h,"Webb, William"
725,38:52:03 h,"Alcaide Rivas, Fali"
726,38:52:38 h,"Delbecq, Jean-Francois"
727,38:52:40 h,"Delbecq, Guillaume"
728,38:53:01 h,"Andersson, Sebastian"
729,38:53:31 h,"Michoud, Florian"
730,38:53:56 h,"Guillemin, Ludovic"
731,38:54:38 h,"Smith, Sean"
732,38:55:44 h,"Cuesta Martinez, Humberto"
733,38:56:27 h,"Bruneß, Christian"
734,38:58:26 h,"Komatsu, Hiroto"
735,38:58:36 h,"Kurek, Christian"
736,38:58:43 h,"Gimenez, Laurent"
737,38:58:44 h,"Rubay, Raphael"
738,38:58:49 h,"Vasile, Marian"
739,38:59:13 h,"Castello Noria, Francesc"
740,38:59:39 h,"Larsen, Stefan"
741,38:59:40 h,"Hasse-Petersen, Anders"
742,39:00:53 h,"Adam, Eric"
743,39:01:01 h,"Johnson, Paul"
744,39:01:32 h,"Alli, Ahmad"
745,39:01:49 h,"Coelho, Pedro"
746,39:02:10 h,"Mountjoy, Fleur"
747,39:02:37 h,"Illa Berenguer, Jordi"
748,39:03:35 h,"Diaz Rodriguez, Gladys Veronica"
749,39:04:15 h,"Dupinay, Mickael"
750,39:04:51 h,"Santiago Navarro, Jose Luis"
751,39:04:52 h,"Briand, Matthieu"
752,39:05:24 h,"Briere, Pierre"
753,39:06:02 h,"Delhomme, Olivier"
754,39:07:59 h,"Harte, Julien"
755,39:08:12 h,"Velilla Abad, Gloria"
756,39:08:13 h,"Velasco Barros, Consuelo"
757,39:08:23 h,"Schulof, Daniel"
758,39:08:50 h,"Frosio, Mauro"
759,39:09:25 h,"Hansez, Benoit"
760,39:10:44 h,"Christophersen, Benjamin"
761,39:11:04 h,"Mayo Justel, Jose Antonio"
761,39:11:04 h,"Gomez Perez, Jose Luis"
761,39:11:04 h,"Olalde Verano, Jose Ignacio"
764,39:11:42 h,"Malherbe, Kane"
765,39:12:24 h,"Boddaert, Benoit"
766,39:12:34 h,"Del Rio Chueca, Daniel"
767,39:12:39 h,"Dundon, Stephen Brian"
768,39:14:54 h,"Zheng, Jun-Yue"
769,39:17:43 h,"Lilliehöök, Daniel"
770,39:18:10 h,"Cheung, Ka-Wai (Allen)"
771,39:18:14 h,"Knights, Charlie"
772,39:19:01 h,"Takahashi, Koji"
773,39:19:18 h,"Beroiz, Inaki"
774,39:19:31 h,"Seike, Shintaro"
774,39:19:31 h,"Jaffeux, Robin"
776,39:19:46 h,"Buenafuente Sans, Joan"
776,39:19:46 h,"Parra Navas, Xavier"
778,39:21:05 h,"Drevet, Pierre-Yves"
779,39:21:16 h,"Vilar Mijon, Miguel"
780,39:21:50 h,"Johnston, Calum"
781,39:25:14 h,"Lallement, Johann"
782,39:25:28 h,"Hjersman, Calle"
783,39:25:48 h,"Perez Mayo, Joseba"
784,39:26:02 h,"Pouvreau, Mathieu"
785,39:26:07 h,"Lenherr-Fend, Rene"
786,39:26:21 h,"Galloway, David"
787,39:26:37 h,"Ninet, Capucine"
788,39:27:29 h,"Ono, Taichi"
789,39:27:32 h,"Kjellberg, Marcus"
790,39:27:43 h,"Valdes Cerdan, Borja"
791,39:28:50 h,"Zhou, Qiang"
792,39:28:51 h,"Friedt, Tim"
793,39:28:53 h,"Wilbert, Florian"
794,39:29:09 h,"Roldan Garcia, Jose Javier"
795,39:29:32 h,"Pons, Julien"
796,39:30:16 h,"Echeveste, Peyo"
797,39:30:23 h,"Steinmeister, Martin"
798,39:31:51 h,"Desbois, Frederic"
799,39:31:59 h,"Kujas, Robert"
800,39:32:00 h,"Winter, Martin"
801,39:32:03 h,"Kent, Justin"
802,39:32:32 h,"Truax, Diarmuid"
803,39:32:43 h,"Pura, Hannu"
804,39:33:14 h,"Collu, Claudio Carrasco"
805,39:33:29 h,"Schluter, Pascal"
806,39:34:19 h,"Rauen, Tom"
807,39:36:03 h,"Rossi, Fabio"
808,39:39:29 h,"Clement, Olivier"
809,39:39:42 h,"Prats Vidal, Cristina"
810,39:39:43 h,"Garcia Gonzalez, Javier"
811,39:40:01 h,"Moya Tercero, Mariano"
812,39:40:33 h,"Tanada, Takayuki"
813,39:40:45 h,"Boosey, Neil"
814,39:41:25 h,"Ha, Chun-Man"
815,39:42:27 h,"Mialet, Calvin"
816,39:42:28 h,"Di Costanzo, Mickael"
817,39:42:30 h,"Butcovan, Sebastian"
818,39:42:33 h,"Gabutti, Diego"
819,39:43:41 h,"Defosse, Franck"
820,39:43:44 h,"Durieux, Thomas"
821,39:44:19 h,"Piccioni, Giuseppe"
822,39:44:38 h,"Araya, Takuya"
823,39:45:09 h,"Aroca Sanchez, Gines"
824,39:45:21 h,"Rörig, Hans-Martin"
825,39:45:38 h,"Tucker, Alexander"
826,39:45:42 h,"Teijeiro Lopez, Pablo"
827,39:46:01 h,"Menini, Oscar"
828,39:46:47 h,"Villiger, Markus"
829,39:47:46 h,"Cabo Gil, Juan Antonio"
830,39:48:16 h,"Gao, Ting"
831,39:48:39 h,"Tchissambou, Richard"
832,39:49:17 h,"Mohamed, Salim"
833,39:49:20 h,"Dehalu, Boris"
834,39:49:35 h,"Montero Ribera, Abel"
835,39:51:59 h,"Yoshikawa, Kenichi"
836,39:52:01 h,"Tahani, Nasser"
837,39:52:10 h,"Baiger, Peter"
838,39:52:31 h,"Pavanello, Manuel"
839,39:53:42 h,"Dejob, Jean-Luc"
840,39:55:33 h,"Roux, Nicolas"
841,39:55:51 h,"Smith, Wesley"
842,39:56:52 h,"Dugast, Robin"
843,39:57:47 h,"Miller, Alison"
844,39:58:48 h,"Malo, Jean-Yves"
845,39:59:26 h,"Gioia, Gaston Maximiliano"
846,40:00:38 h,"Virlan, Gheorghe"
847,40:01:14 h,"Grouillard Stefenel, Antoine"
848,40:01:15 h,"Kwok, Kam-Chuen"
849,40:01:16 h,"Andre, Robert"
850,40:01:28 h,"Morgan, Ian Richard"
851,40:01:58 h,"Frühauf, Urs"
852,40:02:03 h,"Cano Carrillo, Juan David"
853,40:02:04 h,"Castanie, Jerome"
854,40:02:39 h,"Mewhort, Brandon"
855,40:03:35 h,"Holdener, Daniela"
856,40:04:17 h,"Vargas, Rafael"
857,40:04:45 h,"Socol, Eduard"
858,40:06:24 h,"Korotaj, Ronald"
859,40:07:17 h,"Meier, Bruno Ricardo"
860,40:08:17 h,"Nasirov, Berko Narynbek"
861,40:08:52 h,"Viveiros, Valter"
862,40:09:05 h,"Chung, John"
863,40:09:13 h,"Yanagi, Yuichi"
864,40:10:33 h,"Albizu Lopetegui, Josetxo"
865,40:11:26 h,"Xia, Lin"
866,40:11:44 h,"Wengler, Marc"
867,40:11:52 h,"Mourin, Theophile"
868,40:14:13 h,"Perez Torres, Emilio Jose"
869,40:14:29 h,"Gil, Luciano"
870,40:14:45 h,"Silva, Helder"
871,40:14:46 h,"Savary, Myriam"
872,40:14:55 h,"Larochette de Roeck, Francois Jean"
873,40:14:59 h,"Vilain, Sebastien"
874,40:15:05 h,"Muller, Pascal"
875,40:15:19 h,"Alberdi Lopez, Koldo"
876,40:16:42 h,"Zilio, Jeremy"
877,40:17:11 h,"Henry, Julien"
878,40:17:37 h,"Cacco, Denis"
879,40:18:33 h,"Kvapil, Tomas"
880,40:18:38 h,"Andres Muntadas, Abel"
881,40:18:52 h,"Garcia Florez, Jesus"
882,40:20:00 h,"Gailleton, Arnaud"
883,40:20:01 h,"Burel, Damien"
884,40:20:17 h,"Lasnier, Nicolas"
885,40:20:21 h,"Deflandre, Damien"
886,40:21:00 h,"Ramos Mendoza, Alberto"
887,40:21:34 h,"Guerquin, Benjamin"
888,40:22:12 h,"Krutkrongchai, Knattapisit"
889,40:22:25 h,"Hoebeeck, Magali"
890,40:24:04 h,"Black, Alastair"
891,40:25:28 h,"Sage Lavado, Angel"
892,40:25:47 h,"Noguchi, Makoto"
893,40:26:06 h,"Leuenberger, Marco"
894,40:26:20 h,"Pinter, Balazs"
895,40:27:56 h,"Kosieradzki, Lukasz"
896,40:28:08 h,"Derivaz, James"
897,40:28:36 h,"Ganjour, Serguei"
898,40:28:43 h,"Fessy, Pierre-Alain"
899,40:29:09 h,"Phillips, Bradley"
900,40:29:10 h,"Lovett, Andrew"
901,40:29:38 h,"Yusoff, Khairul Azmi"
902,40:29:50 h,"Balanger, Clement"
903,40:29:52 h,"Ribeiro, Dominique"
904,40:31:26 h,"Lendick, Mathieu"
905,40:32:44 h,"Pacini, Piero"
906,40:33:32 h,"Upmace-Grivina, Ieva"
907,40:33:56 h,"Malchow, Shard"
908,40:34:25 h,"Andersson, Anna"
909,40:35:00 h,"Napoli, Antoine"
910,40:35:26 h,"Irizar, Guillermo"
911,40:35:43 h,"Ingram, Joel"
912,40:36:02 h,"Lai, Chi-Shing (Sunny)"
913,40:36:21 h,"Siswanto, Hendra"
914,40:36:27 h,"Reghem, Thibault"
914,40:36:27 h,"Denifl, Otto"
914,40:36:27 h,"Antovic, Vladimir"
917,40:36:49 h,"Klatt, Denise"
918,40:37:14 h,"Renaud, Nicolas"
919,40:38:09 h,"Krajc, Marcel"
920,40:39:39 h,"Lim, Adrian"
921,40:41:11 h,"Slukan, Ivan"
922,40:41:21 h,"Takuma, Hideo"
923,40:43:58 h,"Franks, Patrick"
924,40:44:50 h,"Hammarlund, Glenn"
925,40:44:59 h,"Davin, Mark"
926,40:45:13 h,"Augade, Romain"
927,40:46:18 h,"Sogaard Hanusova, Anna"
928,40:46:51 h,"Thomazo, Olivier"
929,40:46:52 h,"Brooks, Chloe"
930,40:46:56 h,"Moutault, Mathieu"
931,40:47:11 h,"Bösel, Birger"
932,40:47:12 h,"Wolfer, Roberto"
933,40:47:21 h,"Cowdry, Tremayne"
933,40:47:21 h,"Billon, Xavier"
935,40:48:22 h,"Usunier, Thierry"
936,40:48:35 h,"Scherzinger, Sylvie"
937,40:48:36 h,"Pasztor, Jan"
938,40:48:37 h,"Serena, Enrico"
939,40:50:21 h,"Hale, Kate"
940,40:50:23 h,"Flimel, Igor"
941,40:50:24 h,"de Groot, Dorus"
942,40:50:42 h,"Grosmaitre, Jean-Philippe"
943,40:50:54 h,"Menegon, Manuel"
944,40:51:01 h,"de Bouck, Wannes"
945,40:51:30 h,"Rosso, Alberto"
945,40:51:30 h,"Sergent, Guillaume"
947,40:52:07 h,"Ridira, Sylvin"
948,40:52:14 h,"Cerar, Dusan"
949,40:53:47 h,"Pollien, Tom"
950,40:54:34 h,"Mauchand, Jerome"
951,40:54:41 h,"Malfroy, Louis"
952,40:55:00 h,"Corti, Caterina"
953,40:55:23 h,"Leiva Roldan, David"
954,40:55:24 h,"Higlsperger, Manfred"
955,40:56:44 h,"Gorissen, Karen"
956,40:58:05 h,"Cuesta Navarrete, Jonathan"
957,40:59:01 h,"Pollien, Christian"
958,40:59:02 h,"Deruaz, Emmanuel"
959,41:00:23 h,"Powell, David"
960,41:00:44 h,"Resendiz, Luis"
961,41:01:52 h,"Dupuis, Xavier"
962,41:02:45 h,"Kristiansen, Michael Seiger"
963,41:02:47 h,"Degreve, Benjamin"
964,41:03:30 h,"Clark, Richard"
965,41:04:37 h,"Bosc, Michael"
966,41:05:31 h,"Moreno Gomez, Javier"
967,41:07:17 h,"Vigier, Jerome"
968,41:07:35 h,"Zilahy, Andras"
969,41:08:00 h,"Flecher, Stephane"
970,41:08:09 h,"Floridia, Fabrizio"
971,41:09:08 h,"Staprans, Aleksandr"
972,41:09:40 h,"Michaud, Olivier"
973,41:09:41 h,"Hyttedalen, Hanne Nicole Briedis"
974,41:09:42 h,"Walrave, Timothee"
974,41:09:42 h,"Hyttedalen, Håkon Andreas"
976,41:09:53 h,"Bocquet, Marie"
977,41:09:57 h,"Inoue, Takeo"
978,41:10:45 h,"Fontana Giusti, Giovanni"
979,41:11:08 h,"Winter, Sara"
980,41:11:33 h,"Petrikovic, Roman"
981,41:12:25 h,"Evangelisti, Michele"
982,41:12:59 h,"Drouin, Veronique"
983,41:13:28 h,"Cussac, Thierry"
984,41:13:57 h,"Scieghi, Matteo"
985,41:14:29 h,"Guilleminet, Romain"
986,41:14:30 h,"Le Borgne, Antoine"
987,41:14:36 h,"Adzmi, Akmal"
988,41:14:53 h,"Chemineau, Nicolas"
989,41:15:07 h,"Ruisi, Giada Graziella"
990,41:15:25 h,"Vidili, Isabella"
991,41:15:26 h,"Prompicai, Paolo Emanuele"
992,41:16:09 h,"Laurent, Matthieu"
993,41:16:16 h,"Paricio Martinez, Jose Luis"
994,41:16:28 h,"Hemmer, Benjamin"
995,41:16:35 h,"Leufen, Thomas"
996,41:16:39 h,"Colson, David"
997,41:18:53 h,"Moyle, Darren"
998,41:19:23 h,"Takahashi, Tatsuhisa"
999,41:19:47 h,"Olmedo Charro, Roberto Carlos"
1000,41:19:55 h,"Bosgiraud, Xavier"
1001,41:20:06 h,"Chan, Kin-Ming (Simon)"
1002,41:21:31 h,"Donkin, Alice"
1003,41:21:33 h,"Mocatta, Simon"
1004,41:21:34 h,"Lozzi, Michael"
1005,41:21:36 h,"de Butler, Tristan"
1006,41:21:42 h,"Tanaka, Yuki"
1007,41:23:44 h,"Patek, Andreas"
1008,41:23:57 h,"Lascoux, Nicolas"
1009,41:24:15 h,"Begin, Steve"
1010,41:24:16 h,"Tardif, Jonathan"
1011,41:26:52 h,"Rouillon, David"
1012,41:26:56 h,"Monegier du Sorbier, Clement"
1013,41:27:08 h,"Schlosser, Frank"
1014,41:27:44 h,"Kameda, Atsushi"
1015,41:28:13 h,"Barras, Jean"
1016,41:28:46 h,"Suto, Masashi"
1017,41:29:06 h,"Afshar, Daniel"
1018,41:30:16 h,"Antonietti, Guillaume"
1019,41:32:38 h,"Maurice, Jean-Raoul"
1020,41:34:00 h,"Tashiro, Hiroyuki"
1021,41:34:13 h,"Banaszynski, Damian"
1022,41:34:20 h,"Mutti, Matteo"
1023,41:34:47 h,"Hutchins, James"
1024,41:35:01 h,"Parenti, Mathieu"
1025,41:35:23 h,"Kondo, Dai"
1026,41:36:06 h,"Aslanian, Ara"
1027,41:37:08 h,"Rydberg, Claes"
1028,41:37:14 h,"Kroug, Stephane"
1029,41:38:18 h,"Samain, Olivier"
1030,41:38:36 h,"Dimbean, Ovidiu"
1031,41:38:46 h,"Dempsey, Sean"
1032,41:39:19 h,"Steinmetz, Joe"
1033,41:39:24 h,"Paton, Alexander"
1034,41:39:34 h,"Morrison, Callum"
1035,41:39:38 h,"Kim, Bong-Jahe"
1036,41:40:55 h,"Frin, Jimmy"
1037,41:41:27 h,"Troux, Camille"
1038,41:41:59 h,"Brun, Philippe"
1039,41:43:04 h,"Nykänen, Nooa"
1040,41:43:26 h,"Wada, Michiyuki"
1041,41:44:48 h,"Erbslöh, Torsten"
1042,41:46:45 h,"Guerin, Xavier"
1043,41:47:24 h,"Catoire, Andrew"
1044,41:47:32 h,"Ferlay, Julien"
1045,41:49:14 h,"Resseguier, Jerome"
1046,41:50:02 h,"Faure, Arnaud"
1047,41:50:04 h,"Lamotte, Laure"
1047,41:50:04 h,"Vavasseur, Laurent"
1049,41:50:07 h,"Balding, Rachel"
1050,41:50:12 h,"Harrison, Oliver"
1051,41:51:35 h,"Uchida, Hideyuki"
1052,41:52:24 h,"Itoga, Takuya"
1053,41:52:51 h,"Selle, Thierry"
1054,41:53:14 h,"Herdt, Ilja"
1055,41:53:33 h,"Olechnowicz, Robert"
1056,41:53:58 h,"Paone, Raffaele"
1057,41:54:10 h,"de Muyser, Bertrand"
1058,41:54:40 h,"Young, Matthew"
1059,41:55:47 h,"Cubillo Campos, Cristian"
1060,41:55:51 h,"Santa Maria, Jean-Yves"
1061,41:56:51 h,"Duquesne, Yoann"
1062,41:57:21 h,"Vardelle, Sebastien"
1063,41:57:34 h,"Scobie, Stephen"
1064,41:58:19 h,"Pasquier, Alain"
1065,41:58:21 h,"Koike, Hiroaki"
1066,41:58:41 h,"Corthay, Julien"
1067,41:58:54 h,"Santillan, Don Antonio Marcelo"
1068,41:59:08 h,"Montiege, Yann"
1069,41:59:30 h,"Hessels, Mark"
1070,42:00:12 h,"Atkinson, Chris"
1071,42:01:19 h,"Goupil, Frederic"
1072,42:01:30 h,"Watson, Alastair"
1073,42:01:55 h,"Taylor, Mark"
1074,42:02:35 h,"Sugiura, Keiichi"
1075,42:02:57 h,"Huber, Armin"
1076,42:03:00 h,"Eklöf, Jonas"
1077,42:03:08 h,"Harada, Yukihiro"
1078,42:03:11 h,"Kurokawa, Hiroaki"
1079,42:03:44 h,"Martinez, Philippe"
1080,42:04:40 h,"Brugiere, Franck"
1081,42:04:55 h,"Kuk, Yu-Keung"
1082,42:05:46 h,"Matibini, Matibini"
1083,42:05:52 h,"Gant, Tom"
1084,42:05:58 h,"Marshall, Daniel"
1085,42:06:30 h,"Ng, Lem-Chee (Nancy)"
1085,42:06:30 h,"Yap, Zi-Yu (Renton)"
1087,42:09:16 h,"Wadoux, Cedric"
1088,42:10:44 h,"Michaud, Manon"
1089,42:10:45 h,"Michaud, Corinne"
1089,42:10:45 h,"Dowell, Andrew"
1091,42:10:51 h,"Cournol, Stephane"
1092,42:11:17 h,"Chin, Wei-Chong"
1093,42:12:17 h,"Castillo, Aurelie"
1094,42:13:34 h,"Lhommedet, David"
1095,42:13:44 h,"Xu, Xiao-Hong"
1096,42:14:07 h,"Quaia, Pier Vito"
1097,42:14:32 h,"Charlot, Pierre"
1098,42:14:39 h,"Jensen, Michael Skovgaard"
1099,42:15:33 h,"Dessay, Antoine"
1100,42:15:51 h,"Treglown, Alex"
1101,42:15:56 h,"Lee, Beng-Siong (Ben)"
1102,42:15:59 h,"Lengelle, Nicolas"
1103,42:17:19 h,"Morcet, Julien"
1104,42:17:28 h,"Loop, Louise"
1105,42:17:32 h,"Higgins, Timothy"
1106,42:17:57 h,"Brussolo, Simone"
1107,42:18:33 h,"Müller, Marcus"
1108,42:18:58 h,"Dedes, Yorgos"
1109,42:19:02 h,"Jugan, David"
1110,42:20:03 h,"Paris, Thierry"
1111,42:20:08 h,"Akira, Shinya"
1112,42:20:17 h,"Day, Steve"
1113,42:21:51 h,"Miani, Matilde"
1114,42:23:16 h,"Song, Qi"
1115,42:23:21 h,"Matagne, Christophe"
1116,42:26:37 h,"Benvie, Ben"
1117,42:27:04 h,"Pöschko, Johannes"
1118,42:28:00 h,"Leroyer, Romain"
1119,42:28:07 h,"Bradley, Josh"
1120,42:28:11 h,"Veermeer, Julian"
1121,42:29:37 h,"Berger, Laurent"
1122,42:30:00 h,"Wang, Bin"
1123,42:30:35 h,"Gaubert, Julien"
1124,42:31:17 h,"Salles, Frank"
1125,42:31:36 h,"Lundgren, Oskar"
1126,42:31:49 h,"Caille, Nicolas"
1127,42:32:16 h,"Achermann, Thomas"
1128,42:32:51 h,"Lukes, Peter"
1129,42:33:12 h,"Lim, Siok-Har"
1130,42:33:41 h,"Birkholz, Shad"
1131,42:34:08 h,"Olvaszto, Daniel"
1132,42:34:42 h,"Christoph, Stefan"
1133,42:34:45 h,"Yoo, Songho"
1134,42:35:22 h,"Andre, Loic"
1135,42:35:54 h,"Bourgeois Republique, Bruno"
1136,42:36:18 h,"Kerouanton, Loic"
1137,42:36:34 h,"Nacher Castellet, Victor"
1138,42:36:38 h,"Cabo Paton, Franc"
1139,42:38:33 h,"Amar Delapierre, Jocelyne"
1140,42:39:29 h,"Mishev, Emil"
1141,42:40:20 h,"Lee, Vivian"
1142,42:40:25 h,"Peacock, Malcolm"
1143,42:40:28 h,"Dossena, Paolo"
1144,42:41:45 h,"Rounds, Heidi"
1145,42:41:59 h,"Juras, Tomislav"
1146,42:42:09 h,"Cocquebert, Guillaume"
1147,42:42:44 h,"Honjo, Megumi"
1148,42:43:50 h,"Liebowitz, Carissa"
1149,42:44:26 h,"Rodriguez Gonzalez, Jose Manuel"
1150,42:44:46 h,"Grochowski, Wojciech"
1151,42:45:49 h,"Svensson, Per"
1152,42:46:33 h,"Scott, Peter"
1153,42:46:47 h,"Hancox, Christopher"
1154,42:47:03 h,"Gomez Schmidtke, Alejandro"
1155,42:47:49 h,"Lenoir, Thierry"
1156,42:47:52 h,"Mazzini, Milena"
1157,42:48:29 h,"Vincent, Charles-Olivier"
1158,42:48:52 h,"Buisson, Julien"
1159,42:48:56 h,"Forsbacka, Jörgen"
1159,42:48:56 h,"Halvarsson, Tony"
1161,42:49:20 h,"Sergent, Eric"
1162,42:49:41 h,"Dias, Mario"
1163,42:49:51 h,"Saumon, Bertrand"
1163,42:49:51 h,"Graff, Cedric"
1165,42:50:08 h,"Verheyden, Lars"
1166,42:50:12 h,"Lorrain, Yoann"
1167,42:50:45 h,"Vodenicharov, Aleksandar"
1168,42:50:57 h,"Ceccolini, Andrea"
1169,42:51:04 h,"Candra, Sianti"
1170,42:51:18 h,"Lasgleyses, Cedric"
1171,42:51:19 h,"Catala, Thierry"
1172,42:52:13 h,"Onisse, Gregory"
1173,42:52:32 h,"Catapano, Enrico"
1174,42:53:28 h,"Chen, Gang"
1175,42:53:58 h,N.N.
1176,42:54:11 h,"Renard, Benoit"
1177,42:54:15 h,"Coirier, Yoann"
1178,42:54:40 h,"Wu, Xu-Dong (Jacky)"
1179,42:55:03 h,"Vervaet, Timothy"
1180,42:55:59 h,"Migueltorena, Marcos"
1181,42:56:05 h,"Giraux, Karine"
1182,42:56:48 h,"Chermette, Olivier"
1183,42:57:33 h,"Charhon, Nicolas"
1184,42:57:37 h,"Messy, Sebastien"
1185,42:58:18 h,"Sjøberg, Bjørn"
1186,42:58:34 h,"Minodier, Laurent"
1187,42:59:29 h,"Berglind, Johanna"
1188,42:59:30 h,"Allared, Anna"
1189,43:00:04 h,"Frisch, Laszlo (Lacko)"
1190,43:00:48 h,"Larcher, Stephane"
1191,43:00:52 h,"Dilosquet, Olivier"
1192,43:01:40 h,"Boljanic, Ivan"
1193,43:01:58 h,"Sevin, Claude"
1194,43:03:46 h,"Alfonsi, Alexandre"
1195,43:03:51 h,"Boutry, Jerome"
1196,43:03:54 h,"Carradore, Anthony"
